fecha,price_close
May 30 2018,2724.01
May 29 2018,2689.86
May 25 2018,2721.33
May 24 2018,2727.76
May 23 2018,2733.29
May 22 2018,2724.44
May 21 2018,2733.01
May 18 2018,2712.97
May 17 2018,2720.13
May 16 2018,2722.46
May 15 2018,2711.45
May 14 2018,2730.13
May 11 2018,2727.72
May 10 2018,2723.07
May 09 2018,2697.79
May 08 2018,2671.92
May 07 2018,2672.63
May 04 2018,2663.42
May 03 2018,2629.73
May 02 2018,2635.67
May 01 2018,2654.80
Apr 30 2018,2648.05
Apr 27 2018,2669.91
Apr 26 2018,2666.94
Apr 25 2018,2639.40
Apr 24 2018,2634.56
Apr 23 2018,2670.29
Apr 20 2018,2670.14
Apr 19 2018,2693.13
Apr 18 2018,2708.64
Apr 17 2018,2706.39
Apr 16 2018,2677.84
Apr 13 2018,2656.30
Apr 12 2018,2663.99
Apr 11 2018,2642.19
Apr 10 2018,2656.87
Apr 09 2018,2613.16
Apr 06 2018,2604.47
Apr 05 2018,2662.84
Apr 04 2018,2644.69
Apr 03 2018,2614.45
Apr 02 2018,2581.88
Mar 29 2018,2640.87
Mar 28 2018,2605.00
Mar 27 2018,2612.62
Mar 26 2018,2658.55
Mar 23 2018,2588.26
Mar 22 2018,2643.69
Mar 21 2018,2711.93
Mar 20 2018,2716.94
Mar 19 2018,2712.92
Mar 16 2018,2752.01
Mar 15 2018,2747.33
Mar 14 2018,2749.48
Mar 13 2018,2765.31
Mar 12 2018,2783.02
Mar 09 2018,2786.57
Mar 08 2018,2738.97
Mar 07 2018,2726.80
Mar 06 2018,2728.12
Mar 05 2018,2720.94
Mar 02 2018,2691.25
Mar 01 2018,2677.67
Feb 28 2018,2713.83
Feb 27 2018,2744.28
Feb 26 2018,2779.60
Feb 23 2018,2747.30
Feb 22 2018,2703.96
Feb 21 2018,2701.33
Feb 20 2018,2716.26
Feb 16 2018,2732.22
Feb 15 2018,2731.20
Feb 14 2018,2698.63
Feb 13 2018,2662.94
Feb 12 2018,2656.00
Feb 09 2018,2619.55
Feb 08 2018,2581.00
Feb 07 2018,2681.66
Feb 06 2018,2695.14
Feb 05 2018,2648.94
Feb 02 2018,2762.13
Feb 01 2018,2821.98
Jan 31 2018,2823.81
Jan 30 2018,2822.43
Jan 29 2018,2853.53
Jan 26 2018,2872.87
Jan 25 2018,2839.25
Jan 24 2018,2837.54
Jan 23 2018,2839.13
Jan 22 2018,2832.97
Jan 19 2018,2810.30
Jan 18 2018,2798.03
Jan 17 2018,2802.56
Jan 16 2018,2776.42
Jan 12 2018,2786.24
Jan 11 2018,2767.56
Jan 10 2018,2748.23
Jan 09 2018,2751.29
Jan 08 2018,2747.71
Jan 05 2018,2743.15
Jan 04 2018,2723.99
Jan 03 2018,2713.06
Jan 02 2018,2695.81
Dec 29 2017,2673.61
Dec 28 2017,2687.54
Dec 27 2017,2682.62
Dec 26 2017,2680.50
Dec 22 2017,2683.34
Dec 21 2017,2684.57
Dec 20 2017,2679.25
Dec 19 2017,2681.47
Dec 18 2017,2690.16
Dec 15 2017,2675.81
Dec 14 2017,2652.01
Dec 13 2017,2662.85
Dec 12 2017,2664.11
Dec 11 2017,2659.99
Dec 08 2017,2651.50
Dec 07 2017,2636.98
Dec 06 2017,2629.27
Dec 05 2017,2629.57
Dec 04 2017,2639.44
Dec 01 2017,2642.22
Nov 30 2017,2647.58
Nov 29 2017,2626.07
Nov 28 2017,2627.04
Nov 27 2017,2601.42
Nov 24 2017,2602.42
Nov 22 2017,2597.08
Nov 21 2017,2599.03
Nov 20 2017,2582.14
Nov 17 2017,2578.85
Nov 16 2017,2585.64
Nov 15 2017,2564.62
Nov 14 2017,2578.87
Nov 13 2017,2584.84
Nov 10 2017,2582.30
Nov 09 2017,2584.62
Nov 08 2017,2594.38
Nov 07 2017,2590.64
Nov 06 2017,2591.13
Nov 03 2017,2587.84
Nov 02 2017,2579.85
Nov 01 2017,2579.36
Oct 31 2017,2575.26
Oct 30 2017,2572.83
Oct 27 2017,2581.07
Oct 26 2017,2560.40
Oct 25 2017,2557.15
Oct 24 2017,2569.13
Oct 23 2017,2564.98
Oct 20 2017,2575.21
Oct 19 2017,2562.10
Oct 18 2017,2561.26
Oct 17 2017,2559.36
Oct 16 2017,2557.64
Oct 13 2017,2553.17
Oct 12 2017,2550.93
Oct 11 2017,2555.24
Oct 10 2017,2550.64
Oct 09 2017,2544.73
Oct 06 2017,2549.33
Oct 05 2017,2552.07
Oct 04 2017,2537.74
Oct 03 2017,2534.58
Oct 02 2017,2529.12
Sep 29 2017,2519.36
Sep 28 2017,2510.06
Sep 27 2017,2507.04
Sep 26 2017,2496.84
Sep 25 2017,2496.66
Sep 22 2017,2502.22
Sep 21 2017,2500.60
Sep 20 2017,2508.24
Sep 19 2017,2506.65
Sep 18 2017,2503.87
Sep 15 2017,2500.23
Sep 14 2017,2495.62
Sep 13 2017,2498.37
Sep 12 2017,2496.48
Sep 11 2017,2488.11
Sep 08 2017,2461.43
Sep 07 2017,2465.10
Sep 06 2017,2465.54
Sep 05 2017,2457.85
Sep 01 2017,2476.55
Aug 31 2017,2471.65
Aug 30 2017,2457.59
Aug 29 2017,2446.30
Aug 28 2017,2444.24
Aug 25 2017,2443.05
Aug 24 2017,2438.97
